mode,hint,tag2,question,tag1,necessary_info,subtype,extra_info,cipher,archetype,vulnerability,flag,ciphertext,difficulty
,AES-XTS with tweak reuse is vulnerable. Exploit the relationship between the ciphertexts to recover the flag.,,"A mysterious USB contains a file, encrypted with AES-XTS. Can you recover the original message from this ciphertext? ciphertext1:60fa8cf3bbf2a00c9b3cfcc3003a3fc7, ciphertext2: efc52cc4fbc72a9dc9b791e496923ec7ee59dffc09913fd3fae0abf0f17f00db

The flag format is flag{...}",,The flag format is flag{...},aes_xts,The tweak used for both encryptions is: eb91f261f591cdb8f3f1f5968b64b47c,AES-XTS,aes,,flag{jf906jgv},"ciphertext1:60fa8cf3bbf2a00c9b3cfcc3003a3fc7, ciphertext2: efc52cc4fbc72a9dc9b791e496923ec7ee59dffc09913fd3fae0abf0f17f00db",not defined
,AES-CFB allows for bit-flipping attacks. Use the known prefix to manipulate the ciphertext and recover the flag.,,"Intercepted transmission from an undercover agent! HQ suspects it's AES-CFB encrypted. Can you recover the secret message hidden in 22a5cc8fd50dd852029df491dfae253aed1f7ef51de24622bae79f9a03c2bbaa6ead30c30777e6dea024f4ea82b37925182ee7da2b9c517ecbaa6cc42d1b48d289a61bbb4746fd56129d7dcfcba1c70e78b024aa066ae1680b66ac1089a2abb799bfa38d74589433bc5d83554892130ace9b05d217c35a64030fa8522438832cabee2b8e03fa0c0ad2a495a51f55ec29fd850501b02e5a9fbacffc906d863aa7fbb017cf44c9e3a715bc4ed00680ad2827?

The flag format is flag{...}
The plaintext starts with: In cryptography, a block cipher mode of operation is an algorithm that uses a block cipher to provide information security such as confidentiality or authenticity.",,"The flag format is flag{...}
The plaintext starts with: In cryptography, a block cipher mode of operation is an algorithm that uses a block cipher to provide information security such as confidentiality or authenticity.",aes_cfb,The initialization vector (IV) is: f846eb1d1faaa406871c18f91ef50cba,AES-CFB,aes,,flag{92dwiugf},22a5cc8fd50dd852029df491dfae253aed1f7ef51de24622bae79f9a03c2bbaa6ead30c30777e6dea024f4ea82b37925182ee7da2b9c517ecbaa6cc42d1b48d289a61bbb4746fd56129d7dcfcba1c70e78b024aa066ae1680b66ac1089a2abb799bfa38d74589433bc5d83554892130ace9b05d217c35a64030fa8522438832cabee2b8e03fa0c0ad2a495a51f55ec29fd850501b02e5a9fbacffc906d863aa7fbb017cf44c9e3a715bc4ed00680ad2827,not defined
,A small prime field with small group order means discrete log can be brute-forced easily.,,"An encrypted transmission using ECC small order curves was intercepted. Can you break the unique cipher and extract the hidden message? Ciphertext: Public key: (3, 91)

Curve equation: y^2 = x^3 + 2*x + 3 (mod 97)
Generator G = (3, 6), group order ~ 5
Find d such that d*G = PublicKey.The flag format is flag{private_key}",,"Curve equation: y^2 = x^3 + 2*x + 3 (mod 97)
Generator G = (3, 6), group order ~ 5
Find d such that d*G = PublicKey.The flag format is flag{private_key}",small_order_curves,"Private key: d=4
We used p=97, a=2, b=3, G=(3, 6), group order=5",ECC - small_order_curves,ecc,,flag{4},"Public key: (3, 91)",not defined
,We used a composite number instead of a prime. Elliptic curve operations over non-prime fields are insecure. Try factoring p or brute-forcing the discrete log.,,"An intern accidentally deployed a non-standard elliptic curve. Can you recover the flag from their insecure Public key: (43, 29) using the faulty curve parameters?

Curve: y^2 = x^3 + 1*x + 1 mod 91
Generator G=(2, 4)
Public key = d * G. Recover d to get the flag.The flag format is flag{private_key}",,"Curve: y^2 = x^3 + 1*x + 1 mod 91
Generator G=(2, 4)
Public key = d * G. Recover d to get the flag.The flag format is flag{private_key}",faulty_curve_parameters,"Private key (not revealed to players): d=6
Parameters: p=91, a=1, b=1, G=(2, 4).",ECC - faulty_curve_parameters,ecc,,flag{6},"Public key: (43, 29)",not defined
,"Two different messages were signed using the *same* nonce k. In ECDSA, reusing k reveals the private key via algebraic manipulation.",,"A careless developer reused a signing nonce while authorizing two blockchain transactions. Both ECDSA signatures and their hashes are below. Can you recover the private key?
message1: Welcome to ECDSA reuse puzzle! signature1: c900c5ae034f393a46aa578e5a123721e1832d97febb96a60a83e83746631e1aae4a564b138b26b9758d50c8dd1cecd43f87d7cacb70d5bddc4371a3838c4c3e message2: My second message! signature2: c900c5ae034f393a46aa578e5a123721e1832d97febb96a60a83e83746631e1a6b6b46d2d02411930ae23b2ae5f678e91e1503bb13f23a7aa76f6ba42b574c63 public_key_x: 88008336206973287582148190492721546598215184872125327120036712731459444721189 public_key_y: 54447861036062211565870936522245382371212258595272890928604714245431703801868 

You have two signatures over two messages, both using the same ephemeral nonce k.
Signatures: (r, s1) and (r, s2). Public key is (x, y). Find the private key d.
The flag format is flag{private_key_int}",,"You have two signatures over two messages, both using the same ephemeral nonce k.
Signatures: (r, s1) and (r, s2). Public key is (x, y). Find the private key d.
The flag format is flag{private_key_int}",reused_nonce_ecdsa,"private_key_int = 113099135021653340782791290434796025531202712226133569208628305668071691499225
n=115792089237316195423570985008687907852837564279074904382605163141518161494337, k=99332555270037217906240045635791100000747694168977776279432323707195315134593ECDSA equation: s = k⁻¹ (H(m) + d·r) mod n; repeated k => big trouble.",ECDSA - reused_nonce,ecc,,flag{113099135021653340782791290434796025531202712226133569208628305668071691499225},message1: Welcome to ECDSA reuse puzzle! signature1: c900c5ae034f393a46aa578e5a123721e1832d97febb96a60a83e83746631e1aae4a564b138b26b9758d50c8dd1cecd43f87d7cacb70d5bddc4371a3838c4c3e message2: My second message! signature2: c900c5ae034f393a46aa578e5a123721e1832d97febb96a60a83e83746631e1a6b6b46d2d02411930ae23b2ae5f678e91e1503bb13f23a7aa76f6ba42b574c63 public_key_x: 88008336206973287582148190492721546598215184872125327120036712731459444721189 public_key_y: 54447861036062211565870936522245382371212258595272890928604714245431703801868 ,not defined
,"The input string is short, so a brute force or dictionary attack might succeed.",,"A hacker left a hashed message using MD5, confident it couldn't be cracked. Can you exploit MD5's reversing weakness to reveal the secret hidden in 8c734b925b55e7ba2e7552806cea4596?

The flag format is flag{...}",,The flag format is flag{...},md5_reverse,,MD5,hash,MD5 reversing,flag{OZATI},8c734b925b55e7ba2e7552806cea4596,not defined
,You can brute-force the solution.,,"A careless developer used SHA-256 with a timestamp as a salt to hash passwords. Someone leaked one hash: f24da23d651b1516e90f1c4aa447f37daf1cc96a66aad5779b10a0ef4c164c28. Can you recover the original password?

The salt is the flag with the format flag{salt}.
The code that generated the flag:
salt = ''.join(random.choice(string.ascii_lowercase + string.digits) for _ in range(3))hashlib.sha256((salt + ""apple"").encode('utf-8')).hexdigest()",,"The salt is the flag with the format flag{salt}.
The code that generated the flag:
salt = ''.join(random.choice(string.ascii_lowercase + string.digits) for _ in range(3))hashlib.sha256((salt + ""apple"").encode('utf-8')).hexdigest()",poor_random_salt,,SHA-256,hash,poor random salt,flag{i1t},f24da23d651b1516e90f1c4aa447f37daf1cc96a66aad5779b10a0ef4c164c28,easy
,Brute force should work.,,"A hacker left a secret message in the form of its SHA-256 hash. Can you recover the original text from this mysterious fba8beed16dea54dfc1918058ae492f1c1de9b7dc8755ff5705e228e3ef7fa8e?

The secret is only 4 characters (a-z, 0-9).
The flag format is flag{secret}
The hashing process was:
hash = secret
for _ in range(5):
    hash = hashlib.sha256(hash.encode('utf-8')).hexdigest()",,"The secret is only 4 characters (a-z, 0-9).
The flag format is flag{secret}
The hashing process was:
hash = secret
for _ in range(5):
    hash = hashlib.sha256(hash.encode('utf-8')).hexdigest()",iterated_hash_challenge,,SHA-256,hash,,flag{3sbf},fba8beed16dea54dfc1918058ae492f1c1de9b7dc8755ff5705e228e3ef7fa8e,not defined
,The seed range is small enough for brute-force. Try recreating the PRNG sequence.,,"An intern encrypted Alice's secret with a PRNG stream cipher, but forgot to use a secure seed. Recover the plaintext from the output: 6631613a7b2d666e693933383520

The flag format is flag{...}
secret_num = rng.randint(0, 2**8)
A secret number was generated using Python's PRNG with a seed from 0 to 9,999. This number was used as a symmetric key to XOR-encrypt the flag.",,"The flag format is flag{...}
secret_num = rng.randint(0, 2**8)
A secret number was generated using Python's PRNG with a seed from 0 to 9,999. This number was used as a symmetric key to XOR-encrypt the flag.",predictable_seed,"If you can predict or brute-force the seed, you can reconstruct the PRNG output and decrypt the flag.",Predictable PRNG,prng,,flag{pf3id3e5},6631613a7b2d666e693933383520,not defined
,A predictable source of entropy was used to generate a secret number. Think about system time.,,"Someone encrypted the launch codes at midnight using a time-based PRNG cipher. Can you recover them from the ciphertext below? 666c1ec67b6d1596727905d2327d

The flag format is flag{...}
secret_num = rng.randint(0, 93545)
The system time when the encryption process started was around: 2025-05-25 13:05:07 UTC. This number was used as a symmetric key to XOR-encrypt the flag.",,"The flag format is flag{...}
secret_num = rng.randint(0, 93545)
The system time when the encryption process started was around: 2025-05-25 13:05:07 UTC. This number was used as a symmetric key to XOR-encrypt the flag.",time_based_seed,secret_num = 32673.,Time-based PRNG,prng,,flag{mj7ryzs2},666c1ec67b6d1596727905d2327d,not defined
,The PRNG seed space is small. You can try brute-forcing all possible seeds to reconstruct the sequence.,,"
A rushed developer protected their secrets with a PRNG using only the timestamp as the seed. Can you decrypt the message? Ciphertext: 666c61987b35659162317aca697d


The flag format is flag{...}
A random number generator was seeded using an 8-bit value (0-255). The first outputs of the generator are: [585, 33, 439, 494, 591, 15, 211, 473, 832, 503, 843, 284, 669, 830, 164, 35, 533, 501, 335, 77]. The next PRNG output was used as a symmetric key to XOR-encrypt the flag.
secret_num = rng.randint(0, 936)",,"The flag format is flag{...}
A random number generator was seeded using an 8-bit value (0-255). The first outputs of the generator are: [585, 33, 439, 494, 591, 15, 211, 473, 832, 503, 843, 284, 669, 830, 164, 35, 533, 501, 335, 77]. The next PRNG output was used as a symmetric key to XOR-encrypt the flag.
secret_num = rng.randint(0, 936)",low_entropy_generator,"Since the seed has only 256 possible values, it can be brute-forced to recover the secret number and decrypt the flag.",Low-entropy PRNG,prng,,flag{5enb1z5i},666c61987b35659162317aca697d,not defined
,Linear Feedback Shift Registers (LFSRs) have predictable cycles. The initial state is given.,,"A rogue engineer left this encrypted message using a flawed LFSR stream cipher. Can you exploit the weakness and recover the secret? Ciphertext: 123815330f20113b192102311c29

The flag format is flag{...}
A 16-bit LFSR was used with taps [0, 2, 3, 5]. The first 10 outputs are given below. The next LFSR output was used to XOR-encrypt the flag.
[20786, 43161, 21580, 10790, 5395, 35465, 17732, 41634, 53585, 59560]",,"The flag format is flag{...}
A 16-bit LFSR was used with taps [0, 2, 3, 5]. The first 10 outputs are given below. The next LFSR output was used to XOR-encrypt the flag.
[20786, 43161, 21580, 10790, 5395, 35465, 17732, 41634, 53585, 59560]",lfsr_weakness,"LFSRs are linear, meaning their entire sequence can be reconstructed given enough outputs.",LFSR Weakness,prng,,flag{teomuveh},123815330f20113b192102311c29,not defined
,LCGs are deterministic. Find the seed or deduce the next output to recover the encryption key.,,"
A hacker claims their payouts are secured by random tokens, but leaked logs reveal tokens are generated by a predictable LCG. Recover the original payout using 6063828e7d75879f773ad3856372.


The flag format is flag{...}
A Linear Congruential Generator (LCG) was used with the following parameters:
  - Modulus: 1039880421
  - Multiplier: 859163205
  - Increment: 968396560
The first 5 outputs of the LCG are provided: [780390805, 383732974, 740325880, 926946550, 151350769] 
The next output was used as a symmetric key to XOR-encrypt the flag.",,"The flag format is flag{...}
A Linear Congruential Generator (LCG) was used with the following parameters:
  - Modulus: 1039880421
  - Multiplier: 859163205
  - Increment: 968396560
The first 5 outputs of the LCG are provided: [780390805, 383732974, 740325880, 926946550, 151350769] 
The next output was used as a symmetric key to XOR-encrypt the flag.",congruential_generator_flaw,LCGs have a known mathematical structure. Recovering the seed allows predicting all future values.,LCG Predictability,prng,,flag{zdvq50le},6063828e7d75879f773ad3856372,not defined
,JWT tokens with 'alg: none'.,,"
Intercepted comms include a suspicious-looking JWT token. Can you uncover the hidden message inside eyJhbGciOiAibm9uZSIsICJ0eXAiOiAiSldUIn0.eyJtc2ciOiAiZmxhZ3tmOGUyZTV5ZH0ifQ.?
",,,jwt_none_algorithm,,JWT,web_crypto,,flag{f8e2e5yd},eyJhbGciOiAibm9uZSIsICJ0eXAiOiAiSldUIn0.eyJtc2ciOiAiZmxhZ3tmOGUyZTV5ZH0ifQ.,easy
,ECB mode with a short key makes brute-forcing possible. Consider the small key entropy.,,"Decrypt Alice's secret in a02e20f278b097fe0d5ead758ce6486a. The AES-ECB key she used is small, awkwardly padded with null bytes.

An encryption key that is only 2 bytes long?.",,An encryption key that is only 2 bytes long?.,weak_cookie_encryption,Padding follows PKCS#7. The key is padded to 16 bytes with null bytes.,AES-ECB,web_crypto,small key padded with null bytes,flag{fcadkn9j},a02e20f278b097fe0d5ead758ce6486a,easy
,The prime used in this key exchange is small. You can recover the private key by brute-force.,,"Intercepted messages between two spies rely on Diffie-Hellman to exchange a secret. Can you recover the shared key and reveal the flag? Ciphertext: 2c28bd724d757dc1638f67f90838

The key exchange uses a prime modulus of 101 and generator 2.
Alice's public key is 73 and Bob's public key is 10.
You received a tip that the private values are at most two digits.
You got access to some of the code:
encryption_key = hashlib.sha256(str(shared_key).encode()).digest()[:16]
encrypted_flag = bytes(a ^ b for a, b in zip(flag.encode(), encryption_key))",,"The key exchange uses a prime modulus of 101 and generator 2.
Alice's public key is 73 and Bob's public key is 10.
You received a tip that the private values are at most two digits.
You got access to some of the code:
encryption_key = hashlib.sha256(str(shared_key).encode()).digest()[:16]
encrypted_flag = bytes(a ^ b for a, b in zip(flag.encode(), encryption_key))",broken_key_exchange,"secret_a=61, secret_b=25",Diffie-Hellman,web_crypto,,flag{7yilgii1},2c28bd724d757dc1638f67f90838,not defined
